"CAND_ID","CAND_NAME","CAND_ICI","PTY_CD","CAND_PTY_AFFILIATION","TTL_RECEIPTS","TRANS_FROM_AUTH","TTL_DISB","TRANS_TO_AUTH","COH_BOP","COH_COP","CAND_CONTRIB","CAND_LOANS","OTHER_LOANS","CAND_LOAN_REPAY","OTHER_LOAN_REPAY","DEBTS_OWED_BY","TTL_INDIV_CONTRIB","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","SPEC_ELECTION","PRIM_ELECTION","RUN_ELECTION","GEN_ELECTION","GEN_ELECTION_PRECENT","OTHER_POL_CMTE_CONTRIB","POL_PTY_CONTRIB","CVG_END_DT","INDIV_REFUNDS","CMTE_REFUNDS","l_DISB"
"H6TN01404","TRENT, RICKY LYNN","O",1,"DEM",106715.56,0,101054.08,0,100,1124.45,0,68688,0,0,0,42000,28820.94,"TN",1,"","W","","L",36,9.6,5618.33,"12/31/2006",0,0,11.5234110980681
"H6TN01313","DAVIS, DAVID","O",2,"REP",585958.83,50,518040.55,0,0,67918.28,1645.46,160000,0,0,0,238445.98,214977.75,"TN",1,"","W","","W",61,209285.62,0,"12/31/2006",3100,0,13.157808800031
"H8TN02069","DUNCAN, JOHN REP. JR.","I",2,"REP",731814.15,989,569768.23,129225.48,1228554.78,1389600.7,0,0,0,0,0,0,274073.38,"TN",2,"","W","","W",77,416270.18,1029,"12/31/2006",1000,0,13.2529849430857
"H6TN03129","BENEDICT, BRENT HOWARD","C",1,"DEM",19590.15,0,19590.15,0,0,0,4645,0,0,0,0,0,11211.15,"TN",3,"","W","","L",34,3000,650,"12/31/2006",0,0,9.88278216787711
"H2TN03052","WAMP, ZACH","I",2,"REP",1327003.31,0,1439491.31,0,840157.58,727669.58,1000,0,0,0,0,0,934097.96,"TN",3,"","W","","W",65,330900,868.98,"12/31/2006",2100,2000,14.1798003521978
"H4TN06051","DAVIS, LINCOLN EDWARD","I",1,"DEM",916147.18,0,810403.27,0,5872.72,31033.79,0,0,0,34040.71,0,0,267193.76,"TN",4,"","W","","W",66,631554.81,11650,"12/31/2006",50,0,13.6052872669529
"H2TN05131","COOPER, JAMES H. S.","I",1,"DEM",772298.09,0,732663.95,0,40801.88,65977.74,0,0,0,252000,0,50000,471104.48,"TN",5,"","W","","W",68,298727.66,0,"12/31/2006",2000,1000,13.5044424173544
"H6TN05280","WELSCH, VIRGINIA ANNE","C",3,"IND",25506.41,0,25605.49,0,0,1.18,0,5052.33,0,4613.31,0,440,20048.2,"TN",5,"","","","L",2,0,0,"11/27/2006",0,0,10.1505620606009
"H4TN04015","GORDON, BARTON JENNINGS","I",1,"DEM",1060087.29,1000,939725.75,0,318501.42,438862.96,0,0,0,0,0,0,329416.61,"TN",6,"","W","","W",67,702070,1401.33,"12/31/2006",0,0,13.7533433563582
"H6TN07070","MORRISON, WILLIAM LLOYD","C",1,"DEM",69029.46,0,67217.6,0,0,1811.86,0,602,0,602,0,0,48427.46,"TN",7,"","W","","L",31,20000,0,"12/31/2006",0,0,11.1156903969821
"H2TN06030","BLACKBURN, MARSHA MRS.","I",2,"REP",1210653.85,200,845718.08,0,287494.18,652429.95,0,0,0,0,0,0,687935.26,"TN",7,"","W","","W",66,521210.75,0,"12/31/2006",400,4400,13.6479413442813
"H8TN08033","TANNER, JOHN S.","I",1,"DEM",1001402.87,0,804772.57,0,639042.67,835672.97,0,0,0,0,0,0,73016.7,"TN",8,"","W","","W",73,903907.83,10.79,"12/31/2006",0,0,13.5983149947448
"H6TN09068","COHEN, STEVE I MR.","O",1,"DEM",748877.69,0,619937.71,0,0,128939.35,512,0,0,0,0,0,527027.63,"TN",9,"","W","","W",59,217287.83,0,"12/31/2006",0,0,13.3373742842321
"H6TN09316","WHITE, HOYT (MARK)","O",2,"REP",227453.86,0,227224.36,0,0,229.5,19058.15,128387.82,0,0,0,131201.64,78163.12,"TN",9,"","W","","L",17,0,1700,"12/31/2006",100,0,12.3336931783915
"H6TN09381","FORD, NEWTON JAKE","O",3,"IND",169096.76,0,169085.79,0,0,0,150,136600,0,556.39,0,1100,30450,"TN",9,"","","","L",22,1000,0,"12/31/2006",0,0,12.0381614982392
"H4TX04039","GOHMERT, LOUIS","I",2,"REP",1057369.86,0,955348.86,103100,41523.41,143544.41,0,0,0,0,0,2500,823694.83,"TX",1,"","W","","W",68,228552.97,98,"12/31/2006",5225,0,13.769831851187
"H6TX02145","BINDERIM, GARY","C",1,"DEM",16189,0,14945,0,0,1242,0,4548,0,0,0,0,9240,"TX",2,"","W","","L",32,2400,0,"12/31/2006",0,0,9.61213207471804
"H4TX02108","POE, TED","I",2,"REP",1020313.92,0,814252.4,0,25565.25,231626.77,0,0,0,0,0,0,636353.81,"TX",2,"","W","","W",65,373684.29,1532.93,"12/31/2006",2330,1000,13.6100256706318
"H6TX03119","DODD, DANIEL A","C",1,"DEM",40477.61,0,40495.18,873.43,0,0,8914.95,0,0,0,0,0,23127.66,"TX",3,"","W","","L",34,5735,2000,"12/23/2006",0,0,10.6089382336664
"H2TX03118","JOHNSON, SAMUEL R HON.","I",2,"REP",1167856.51,0,974865.79,0,506303.74,699294.46,0,0,0,0,0,0,457323.52,"TX",3,"","W","","W",62,659599,0,"12/31/2006",0,2900,13.7900550892231
"H6TX04083","MELANCON, GLENN","C",1,"DEM",69756.88,0,69722.48,0,0,34.4,0,324,0,0,0,2308.03,64132.88,"TX",4,"","W","","L",33,4260,1040,"12/31/2006",0,0,11.1522780698562
"H0TX04037","HALL, RALPH MOODY","I",2,"REP",907160.92,0,942640.78,0,73167.6,37687.74,0,0,0,0,0,0,382402.88,"TX",4,"","W","","W",64,462251.69,98,"12/31/2006",0,0,13.7564405558502
"H6TX05148","THOMPSON, CHARLES EDWARD","C",1,"DEM",22670,0,19753,0,0,843,3000,6200,0,0,0,3100,15570,"TX",5,"","W","","L",35,1000,0,"10/20/2006",0,0,9.891060657528
"H2TX05121","HENSARLING, JEB MR.","I",2,"REP",1472932.01,0,1129063.5,0,572745.93,916101.68,0,0,0,0,0,0,834098.81,"TX",5,"","W","","W",61,585740.48,0,"12/31/2006",3220,2160,13.9368990860143
"H6TX06112","HARRIS, DAVID T","C",1,"DEM",28421,0,26993,0,0,0,2000,0,0,0,0,0,21921,"TX",6,"","W","","L",37,4500,0,"12/31/2006",1258,0,10.2033328521137
"H4TX06117","BARTON, JOE LINUS","I",2,"REP",3164159.96,0,2351936.28,0,1006121.55,1818345.23,0,0,0,0,0,0,1089428.22,"TX",6,"","W","","W",60,1826167.19,0,"12/31/2006",13975,28900,14.6707494957969
"H6TX07094","HENLEY, JAMES BERK","C",1,"DEM",121342.85,0,122148.17,0,0,3185.88,1500,0,0,0,0,0,117751.85,"TX",7,"","W","","L",38,2000,0,"12/07/2006",0,0,11.7129900949936
"H0TX07055","CULBERSON, JOHN","I",2,"REP",718883.37,0,734388.9,0,54044.28,38538.75,0,0,0,0,0,0,439227,"TX",7,"","W","","W",59,253000,196,"12/31/2006",1700,0,13.5067940037951
"H6TX08100","BRADY, KEVIN PATRICK","I",2,"REP",515846.44,0,583913.53,0,99345.63,31278.54,0,0,0,0,0,33500,117706.44,"TX",8,"","W","","W",67,398090,0,"12/31/2006",0,1000,13.2775081857792
"H6TX10106","ANKRUM, TED","C",1,"DEM",72061,0,64633,0,0,0,0,9152,0,0,0,0,60858,"TX",10,"","L","","L",40,2050,0,"11/28/2006",0,0,11.0764803952518
"H4TX10093","MCCAUL, MICHAEL","I",2,"REP",1155547.93,0,1111986.02,0,4457.77,48019.68,0,0,0,310000,0,185205.86,739959.07,"TX",10,"","W","","W",55,387346.84,686,"12/31/2006",22700,7500,13.9216581817712
"H6TX10098","BADNARIK, MICHAEL","C",3,"LIB",441210.63,0,440541.15,0,0,934.77,25,0,0,0,0,8679.7,438515.33,"TX",10,"","","","L",4,600,220,"12/31/2006",360,0,12.9957591365674
"H6TX12094","MORRIS, JOHN R","C",1,"DEM",13709,0,13708,0,0,0,400,0,0,0,0,0,8409,"TX",12,"","W","","L",31,3000,2000,"11/17/2006",0,0,9.5257348829945
"H6TX12060","GRANGER, KAY","I",2,"REP",1274758.82,0,1350756.74,0,308154.12,232156.2,0,0,0,0,0,5451.04,813568.19,"TX",12,"","W","","W",66,433882.64,0,"12/31/2006",2842.56,100,14.1161755415143
"H6TX13100","WAUN, ROGER J.","C",1,"DEM",28250,0,28112,0,0,30,0,2987,0,0,0,1511,12104,"TX",13,"","W","","L",23,13158,0,"12/31/2006",0,0,10.2439518104269
"H4TX13014","THORNBERRY, MAC","I",2,"REP",631029.19,0,551845.44,0,257320.75,353923.99,0,0,0,0,0,0,471229,"TX",13,"","W","","W",74,146350,0,"12/31/2006",0,0,13.2210232860519
"H6TX14090","SKLAR, SHANE","C",1,"DEM",556110.88,29100,552802.63,0,0,-11723.48,0,0,0,0,0,0,370967.34,"TX",14,"","W","","L",39,150850,4993.54,"12/31/2006",500,0,13.222756309022
"H6TX22101","PAUL, RONALD E.","I",2,"REP",1508078.99,0,1469493.27,0,182639.51,221225.23,0,0,0,0,0,10803.11,1459505.25,"TX",14,"","W","","W",60,31740,0,"12/31/2006",4750,0,14.2004281850416
"H6TX00115","REYES, SILVESTRE","I",1,"DEM",701690.28,0,681556.32,0,20124.18,40258.14,0,0,0,0,0,0,336286.26,"TX",16,"","W","","W",78,354271.03,0,"12/31/2006",0,0,13.4321341679367
"H8TX06035","EDWARDS, CHET","I",1,"DEM",3194169.74,50242.45,3138220.75,0,4612.48,60561.47,0,0,0,0,45000,0,1572889.82,"TX",17,"","W","","W",58,1493324.58,2000,"12/31/2006",7100,12500,14.9591665571559
"H6TX17069","TAYLOR, NICHOLAS VANCAMPEN","C",2,"REP",2589368.84,0,2515532.4,0,0,73836.44,325000,695000,0,0,0,50601.44,1308246.84,"TX",17,"","W","","L",40,233845.37,14082,"12/31/2006",18775,100,14.7379950289737
"H4TX18054","LEE, SHEILA JACKSON","I",1,"DEM",395014,0,502821.69,239000,159957.86,52150.17,0,0,0,0,0,0,255264,"TX",18,"","W","","W",76,136650,0,"12/31/2006",0,0,13.1279908931926
"H6TX19073","RICKETTS, ROBERT CARLTON","C",1,"DEM",88834.17,0,88834.17,0,0,0,7042.45,0,0,0,0,0,74770.72,"TX",19,"","W","","L",29,4808,2213,"12/31/2006",0,0,11.3945266522621
"H4TX19102","NEUGEBAUER, RANDY","I",2,"REP",1402334.7,0,1203935.24,0,58476.48,256875.94,0,145000,145000,230000,147100,132900,566242.74,"TX",19,"","W","","W",67,537090,30.74,"12/31/2006",2000,3500,14.0011061160289
"H8TX20077","GONZALEZ, CHARLES A","I",1,"DEM",761667.3,0,694167.28,0,2079.76,69579.78,0,0,0,0,0,0,263487.67,"TX",20,"","W","","W",87,497556.19,61.98,"12/31/2006",1550,1000,13.4504682479081
"H6TX09033","LAMPSON, NICHOLAS V","C",1,"DEM",3730049.38,293265.5,3578102.17,100,4384.88,156332.09,0,14792.89,0,14792.89,0,0,2609402.53,"TX",22,"","W","","W",51,765637.44,1500,"12/31/2006",52950,24510,15.0903430977018
"H6TX22184","SEKULA-GIBBS, SHELLEY MD","C",2,"REP",993532.21,0,912978.94,0,0,80553.27,1000,250000,0,0,0,250000,448315.98,"TX",22,"W","","","L",41,293042.5,0,"12/31/2006",1000,3150,13.7244680924984
"H6TX22168","SMITHER, BOB","C",3,"LIB",63378.93,0,54117.57,0,0,9262.39,0,886.35,0,886.64,0,0,62492.58,"TX",22,"L","","","L",6,0,0,"12/31/2006",54.5,0,10.898914181055
"H2TX26127","PAGE, GARY R.","C",1,"DEM",11186,0,10135,0,233,1285,636,0,0,0,0,0,8550,"TX",24,"","W","","L",37,0,2000,"11/07/2006",0,0,9.2237500588861
"H4TX24094","MARCHANT, KENNY E MR.","I",2,"REP",748194.26,0,554714.43,0,116359.34,309839.17,0,0,0,0,0,125000,304999.44,"TX",24,"","W","","W",59,430023.97,1000,"12/31/2006",1000,1500,13.2262087197666
"H6TX26060","BARNWELL, TIMOTHY ROBERT","C",1,"DEM",18716,0,16612,0,0,2104,609,9110,0,1200,0,7910,5246,"TX",26,"","W","","L",37,3750,0,"12/31/2006",0,0,9.71788060475064
"H2TX26093","BURGESS, MICHAEL C DR","I",2,"REP",839915.36,0,942674.36,0,117162.79,14403.79,0,0,0,0,0,0,259742.35,"TX",26,"","W","","W",60,572947.29,98,"12/31/2006",350,8500,13.7564761785419
"H6TX26078","HAAS, RICH","C",3,"LIB",541,0,546,0,0,0,541,0,0,0,0,0,0,"TX",26,"","","","L",2,0,0,"12/05/2006",0,0,6.30261897574491
"H2TX27026","ORTIZ, SOLOMON P","I",1,"DEM",702755.54,15000,712509.53,15000,53665.37,43911.38,0,0,0,0,0,0,488534,"TX",27,"","W","","W",56,195808.74,0,"12/31/2006",0,2000,13.4765485664741
"H4TX27030","VADEN, WILLIAM R","C",2,"REP",142200,0,102878.92,0,0,39319.42,0,140000,0,0,0,140000,2200,"TX",27,"","W","","L",38,0,0,"12/31/2006",0,0,11.5413080417492
"H2TX29030","GREEN, RAYMOND E. GENE","I",1,"DEM",728002.88,0,703809.93,0,359210.21,383403.16,0,0,0,0,0,200,147122.4,"TX",29,"","W","","W",73,569157.44,5.78,"12/31/2006",0,0,13.464263612892
"H6TX29049","STORY, LESLIE ERIC","C",2,"REP",28059.67,0,27438.27,0,0,621.4,0,4057.21,0,0,0,4057.21,21903.32,"TX",29,"","W","","L",24,250,0,"12/31/2006",0,0,10.2196940332051
"H2TX00015","JOHNSON, EDDIE BERNICE","I",1,"DEM",411189.78,0,410121.31,0,56772.5,57840.97,1000,0,0,0,0,37019.82,256839.78,"TX",30,"","W","","W",80,153350,0,"12/31/2006",0,0,12.924208272966
"H6TX30112","AURBACH, WILSON","C",2,"REP",73701.49,0,73617.89,0,0,341.66,52298.72,0,0,0,0,0,20500,"TX",30,"","L","","L",17,0,900,"12/31/2006",0,0,11.2066433458323
"H6TX31011","HARRELL, MARY BETH","C",1,"DEM",207445.68,0,207300.02,0,0,145.66,9002.78,36000,0,0,0,36000,138558.02,"TX",31,"","W","","L",38,11700,2300,"12/31/2006",0,1400,12.2419223949024
"H2TX31044","CARTER, JOHN RICE","I",2,"REP",876899.35,0,908832.21,0,189924.92,158030.06,0,0,0,0,0,0,491546.56,"TX",31,"","W","","W",58,384585.72,196,"12/31/2006",5484.69,2500,13.7199157686625
"H6TX32019","PRYOR, WILL","C",1,"DEM",491943.18,0,460078.73,0,0,32565.35,968,5000,0,0,0,5000,454289.98,"TX",32,"","W","","L",41,29295.83,2000,"12/31/2006",1000,0,13.0391529059943
"H2TX03126","SESSIONS, PETE","I",2,"REP",1891847.87,0,1762185.62,0,478897.94,599452.23,0,0,0,0,0,0,1011133.92,"TX",32,"","W","","W",56,820122,0,"12/31/2006",800,1000,14.3820654261272
"H6UT01095","OLSEN, STEVEN","C",1,"DEM",60116.36,0,60105.35,0,0,11.01,0,32442.13,0,0,0,32442.13,23474.23,"UT",1,"","","","L",32,2500,1700,"12/31/2006",0,0,11.0038541348642
"H2UT01094","BISHOP, ROBERT WILLIAM","I",2,"REP",364798.76,0,262732.29,0,2805.09,104871.56,0,1500,0,15500,0,51981.78,172741,"UT",1,"","","","W",63,190000,0,"12/31/2006",50,0,12.4788908839937
"H6UT01103","HUDSON, MARK E","C",3,"CST",6368.8,0,6340.49,0,0,28.31,0,424.7,0,0,0,424.7,5941.05,"UT",1,"","","","L",3,0,0,"12/31/2006",0,0,8.75471133151103
"H0UT02096","MATHESON, JAMES","I",1,"DEM",1860576.53,0,1624170.41,0,65328.09,301734.21,0,0,0,0,0,0,574255.94,"UT",2,"","","","W",58,1163672.34,100950,"12/31/2006",0,2000,14.3005077264648
"H6UT02333","CHRISTENSEN, LAVAR","C",2,"REP",865803.45,0,834664.33,0,0,31139.12,0,540000,0,0,0,590599.76,300902.39,"UT",2,"","","","L",37,23484,51.28,"12/31/2006",4500,0,13.6347849230093
"H6UT03117","BURRIDGE, CHRISTIAN","C",1,"DEM",72926,0,76755.76,0,0,623.08,0,29916,0,0,4850,500,27479,"UT",3,"","","","L",32,15000,530,"12/31/2006",0,0,11.2483837114934
"H6UT03042","CANNON, CHRISTOPHER B","I",2,"REP",1168744.05,0,1159609.43,0,5303.76,13320.59,0,137962.5,0,0,0,236113.99,290801.27,"UT",3,"","W","","W",57,739264.86,0,"12/31/2006",5100,0,13.9635938081111
"H6UT03141","NOORLANDER, JAMES MICHAEL","C",3,"CON",26603.66,0,26455.58,0,0,148.08,0,598.98,0,0,0,598.98,25994.68,"UT",3,"","","","L",8,0,0,"12/31/2006",60,0,10.1832223791198
"H6VA01141","ODONNELL, SHAWN MICHAEL|C|1|DEM|112961.36|0|89532.87|0|0|9749.25|12250|0|0|0|0|0|66888.36|VA|01||||L|35|18700|3498|12/31/2006|0|0
H6VA01158|GRANT, LORENZO S|C|1|DEM|7360|0|7072|0|0|286|0|4000|0|0|0|4000|3360|VA|01||||||0|0|12/07/2006|0|0
H0VA01052|DAVIS, JO ANN S.|I|2|REP|578108.69|0|636425.76|0|142958.28|84641.21|0|0|0|0|0|0|286103.14|VA|01||W||W|63|275785.15|850|12/31/2006|0|0
H6VA01166|PIXTON, MARVIN FRANCIS III|C|3|IND|9275|0|10097|0|1682|849|0|0|0|0|0|0|6755|VA|01||||L|1|2000|0|12/31/2006|0|0
H4VA02029|ASHE, DAVID BENJAMIN|C|1|DEM|41659|0|39890.65|0|33138.16|34906.51|4000|0|0|0|0|0|37659|VA|02||||||0|0|12/31/2006|2068.3|0
H6VA02057|PICKETT, OWEN B|C|1|DEM|0|0|34870|0|55949.77|21079.77|0|0|0|0|0|0|0|VA|02||||||0|0|12/31/2006|0|0
H6VA02081|FARLOW, TROY JAY|C|1|DEM|33840|0|33838|0|0|0|25072|0|0|0|0|0|9326|VA|02||||||0|0|03/31/2006|4307|0
H6VA02099|KELLAM, PHILIP JEFFERSON|C|1|DEM|1692579.81|0|1692441.88|0|0|137.93|3922.82|160100|0|85000|0|75100|1045245.48|VA|02||W||L|48|474199.01|9112.5|12/31/2006|2157.64|0
H4VA02037|DRAKE, THELMA D|I|2|REP|2350040.69|296764.61|2348988.74|0|7565.64|8617.59|0|2000|0|2000|0|0|799229.07|VA|02||W||W|51|1214196.9|16269.1|12/31/2006|1350|667.22
H6VA01117|SCOTT, ROBERT C|I|1|DEM|336424.49|0|307446.56|0|7099.87|36073.8|0|10000|0|10000|0|691.43|108914.08|VA|03||||W|0|211258.9|3754|12/31/2006|0|0
H4VA03035|SEARS, WINSOME E|C|2|REP|2060.63|0|2753.97|0|1501.04|807.7|0|0|0|0|0|0|0|VA|03||||||0|0|12/31/2006|0|0
H4VA04025|MENEFEE, JONATHAN R|C|1|DEM|0|0|233.24|0|233.24|0|0|0|0|0|0|0|0|VA|04||||||0|0|07/15/2005|0|0
H2VA04052|FORBES, J. RANDY|I|2|REP|650876.77|0|566657.14|0|217537.66|301757.29|0|0|0|0|0|0|377000.05|VA|04||W||W|76|244352.53|1000|12/31/2006|0|0
H4VA05022|WEED, ALBERT CHARLES II|C|1|DEM|609813.72|0|575261.24|0|2819.49|37371.97|0|0|0|0|0|0|577852.05|VA|05||||L|40|18500|1805|12/31/2006|400|0
H6VA05092|EWERT, HENRY BERNHARD II|C|1|DEM|55003.89|0|55003.89|0|0|0|0|10000|0|0|0|0|45003.89|VA|05||||||0|0|12/31/2006|0|0
H6VA05068|GOODE, VIRGIL H. JR.|I|2|REP|996390.4|0|1064521.25|0|376714.63|308583.78|0|0|0|0|0|0|690855.53|VA|05||W||W|59|284276.7|850|12/31/2006|600|0
H2VA06115|GOODLATTE, ROBERT W.|I|2|REP|1212613.94|0|1029542.74|0|1062492.74|1245563.94|0|0|0|0|0|0|458842.63|VA|06||W||W|75|687378.49|0|12/31/2006|1800|400
H6VA06116|PEERY, ANDRE D","C",3,"IND",8284.9,0,8140.39,0,0,0,761.64,0,0,0,0,0,7523.26,"VA",6,"","","","L",12,0,0,"12/31/2006",0,0,9.00459336939678
"H6VA06124","PRYOR, BARBARA JEAN","C",3,"IND",2585,0,2585,0,0,0,0,0,0,0,0,323,2585,"VA",6,"","","","L",12,0,0,"12/07/2006",0,0,7.85748078694253
"H6VA07106","NACHMAN, JAMES M","C",1,"DEM",108062.25,0,108062.25,0,0,0,13434.34,0,0,0,0,0,85677.91,"VA",7,"","","","L",34,4525,4425,"12/31/2006",0,0,11.590462728947
"H0VA07042","CANTOR, ERIC","I",2,"REP",3310831.69,11285.42,3499253.34,0,399514.07,211092.42,0,0,0,0,0,0,1574401.52,"VA",7,"","W","","W",64,1702926.06,1998,"12/31/2006",4000,249,15.0680601722727
"H4VA07119","BLANTON, BRAD","C",3,"GRE",54863,0,57488.9,0,0,-2716.73,1500,16735,0,2250,0,14485,36628,"VA",7,"","","","L",1,0,0,"10/18/2006",0,0,10.9593471646719
"H0VA08040","MORAN, JAMES P JR","I",1,"DEM",1339444.7,0,1054512.41,0,124966.22,409898.51,0,0,0,0,0,0,874282.78,"VA",8,"","W","","W",65,439930.84,5000,"12/31/2006",6900,2000,13.8685890474424
